System,Last,First,City,State,Phone,Specialty
System12,Jhaveri,Genia,New York,NY,555.555.13743,Hospitalist
System12,Ji,Gary,New York,NY,555.555.13675,Hospitalist
System12,Jiang,Gary,New York,NY,555.555.13655,Hospitalist
System12,Jiang,Gary,New York,NY,555.555.13656,Hospitalist
System12,Jiang,Gary,New York,NY,555.555.13664,Hospitalist
System12,Jibu,Gary,New York,NY,555.555.13650,Hospitalist
System12,Jilaihawi,Gary,New York,NY,555.555.13643,Hospitalist
System12,Jimenez,Gary,New York,NY,555.555.13626,Hospitalist
System12,Jimenez,Gary,New York,NY,555.555.13631,Hospitalist
System12,Jimenez,Gary,New York,NY,555.555.13635,Hospitalist
System12,Jimenez,Gary,New York,NY,555.555.13638,Hospitalist
System12,Jimenez-shahed,Gary,New York,NY,555.555.13608,Hospitalist
System12,Jin,Garrett,New York,NY,555.555.13604,Hospitalist
System12,Jin,Garrett,New York,NY,555.555.13606,Hospitalist
System12,Jindal,Garbis,New York,NY,555.555.13598,Hospitalist
System12,Jindra,Garbis,New York,NY,555.555.13597,Hospitalist
System12,Jing,Ganesh,New York,NY,555.555.13590,Hospitalist
System12,Jivani,Gailan,New York,NY,555.555.13576,Hospitalist
System12,Jivotovski,Gail,New York,NY,555.555.13567,Hospitalist
System12,Jo,Gail,New York,NY,555.555.13565,Hospitalist
System12,Jo,Gail,New York,NY,555.555.13566,Hospitalist
System12,Joachim,Gagangeet,New York,NY,555.555.13559,Hospitalist
System12,Joanow,Gagandeep,New York,NY,555.555.13556,Hospitalist
System12,Joasil,Gad,New York,NY,555.555.13547,Hospitalist
System12,Joasil,Gaetano,New York,NY,555.555.13551,Hospitalist
System12,Jobanputra,Gabrielle,New York,NY,555.555.13544,Hospitalist
System12,Jobes,Gabriel,New York,NY,555.555.13525,Hospitalist
System12,Jobin,Gabriel,New York,NY,555.555.13521,Hospitalist
System12,Jock,Gabriel,New York,NY,555.555.13518,Hospitalist
System12,Jodorkovsky,Gabriel,New York,NY,555.555.13516,Hospitalist
System12,Joe,Fun Yu,New York,NY,555.555.13512,Hospitalist
System12,Joel,Freya,New York,NY,555.555.13503,Hospitalist
System12,Jofe,Freya,New York,NY,555.555.13502,Hospitalist
System12,Joffe,Frederick,New York,NY,555.555.13494,Hospitalist
System12,Jogendra,Frederick,New York,NY,555.555.13481,Hospitalist
System12,Johanson,Frederic,New York,NY,555.555.13475,Hospitalist
System12,Johari,Frasat,New York,NY,555.555.13458,Hospitalist
System12,Johari,Fred,New York,NY,555.555.13469,Hospitalist
System12,John,Francisco,New York,NY,555.555.13381,Hospitalist
System12,John,Francisco,New York,NY,555.555.13384,Hospitalist
System12,John,Francisco,New York,NY,555.555.13386,Hospitalist
System12,John,Frank,New York,NY,555.555.13390,Hospitalist
System12,John,Frank,New York,NY,555.555.13393,Hospitalist
System12,John,Frank,New York,NY,555.555.13396,Hospitalist
System12,John,Frank,New York,NY,555.555.13405,Hospitalist
System12,John,Frank,New York,NY,555.555.13408,Hospitalist
System12,John,Frank,New York,NY,555.555.13411,Hospitalist
System12,John,Frank,New York,NY,555.555.13421,Hospitalist
System12,John,Frank,New York,NY,555.555.13432,Hospitalist
System12,John,Frank,New York,NY,555.555.13435,Hospitalist
System12,John,Frank,New York,NY,555.555.13436,Hospitalist
System12,John,Frank,New York,NY,555.555.13437,Hospitalist
System12,John,Frank,New York,NY,555.555.13438,Hospitalist
System12,John,Frank,New York,NY,555.555.13440,Hospitalist
System12,John,Frank,New York,NY,555.555.13443,Hospitalist
System12,John,Frank,New York,NY,555.555.13445,Hospitalist
System12,John,Frank-uwe,New York,NY,555.555.13456,Hospitalist
System12,John,Frantz,New York,NY,555.555.13457,Hospitalist
System12,Johnkutty,Francisco,New York,NY,555.555.13379,Hospitalist
System12,Lipskar,George,New Windsor,NY,555.555.13772,Hospitalist
System12,Livingston,Giles,New Rochelle,NY,555.555.13971,Infectious Disease
System12,Livingston,Giulia,New Rochelle,NY,555.555.14025,Infectious Disease
System12,Massera,Gregory,New Hyde Park,NY,555.555.14203,Internal Medicine
System12,Massiah,Gregory,New Hyde Park,NY,555.555.14154,Internal Medicine
System12,Massimi,Gordana,New Hyde Park,NY,555.555.14086,Internal Medicine
System12,Massimi,Gregg,New Hyde Park,NY,555.555.14127,Internal Medicine
System12,Massimillo,Glendis,New Hyde Park,NY,555.555.14038,Infectious Disease
System12,Massoumi,Gillian,New Hyde Park,NY,555.555.13975,Infectious Disease
System12,Massucci,Giles,New Hyde Park,NY,555.555.13972,Infectious Disease
System12,Mastakouris,Gerald,New Hyde Park,NY,555.555.13884,Infectious Disease
System12,Mastanduono,Gerald,New Hyde Park,NY,555.555.13874,Infectious Disease
System12,Mastanduono,Gerald,New Hyde Park,NY,555.555.13877,Infectious Disease
System12,Masten,George,New Hyde Park,NY,555.555.13769,Hospitalist
System12,Master,Geoffrey,New Hyde Park,NY,555.555.13753,Hospitalist
System12,Masterson,Gary,New Hyde Park,NY,555.555.13681,Hospitalist
System12,Mastrandrea,Gary,New Hyde Park,NY,555.555.13678,Hospitalist
System12,Mastrangelo,Gabriella,New Hyde Park,NY,555.555.13540,Hospitalist
System12,Mastrangelo,Garrett,New Hyde Park,NY,555.555.13602,Hospitalist
System12,Mastrantonio,Gabriela,New Hyde Park,NY,555.555.13531,Hospitalist
System12,Mastrianni,Frederick,New Hyde Park,NY,555.555.13486,Hospitalist
System12,Mastrobattista,Frederick,New Hyde Park,NY,555.555.13484,Hospitalist
System12,Mastrogiacomo,Freddie,New Hyde Park,NY,555.555.13473,Hospitalist
System12,Mastrogiannis,Fred,New Hyde Park,NY,555.555.13460,Hospitalist
System12,Masurkar,Frank,New Hyde Park,NY,555.555.13403,Hospitalist
System12,Masyga,Francisco,New Hyde Park,NY,555.555.13387,Hospitalist
System12,Masyga,Frank,New Hyde Park,NY,555.555.13394,Hospitalist
System12,Mesnick,Gita,Nesconset,NY,555.555.14021,Infectious Disease
System12,Miah,Gary,Munster,IN,555.555.13660,Hospitalist
System12,Michael,Gaurav,Mt Kisco,NY,555.555.13702,Hospitalist
System12,Mikhail,Gaetano,Mount Vernon,NY,555.555.13550,Hospitalist
System12,Mikhail,George,Mount Vernon,NY,555.555.13784,Hospitalist
System12,Mikhail,George,Mount Vernon,NY,555.555.13842,Hospitalist
System12,Mikhail,Greg,Mount Vernon,NY,555.555.14124,Internal Medicine
System12,Mir,George,Mount Kisco,NY,555.555.13783,Hospitalist
System12,Mir,Gerard,Mount Kisco,NY,555.555.13899,Infectious Disease
System12,Mir,Glenroy,Mount Kisco,NY,555.555.14066,Infectious Diseases - Pediatric
System12,Mir,Gregory,Mount Kisco,NY,555.555.14169,Internal Medicine
System12,Mirabile,Gary,Mount Kisco,NY,555.555.13662,Hospitalist
System12,Mohamed,Frank,Montvale,NJ,555.555.13433,Hospitalist
System12,Mohamed,Gerard,Montebello,NY,555.555.13900,Infectious Disease
System12,Mohammad,Genevieve,Montebello,NY,555.555.13742,Hospitalist
System12,Mohseni,Gina,Monroe,NY,555.555.13993,Infectious Disease
System12,Mohsin,Frank,Monroe,NY,555.555.13410,Hospitalist
System12,Morcuende,Gregg,Mineola,NY,555.555.14134,Internal Medicine
System12,Morden,George,Mineola,NY,555.555.13776,Hospitalist
System12,Morduchowitz,Gebhard,Mineola,NY,555.555.13716,Hospitalist
System12,Morduchowitz,Genya,Mineola,NY,555.555.13749,Hospitalist
System12,Moreau,Gad,Mineola,NY,555.555.13546,Hospitalist
System12,Moss,Greg,Middletown,NY,555.555.14119,Internal Medicine
System12,Mosseri,Glenn,Middletown,NY,555.555.14052,Infectious Disease
System12,Mosses,Gila,Middletown,NY,555.555.13957,Infectious Disease
System12,Mostafavi,Ghadir,Middletown,NY,555.555.13926,Infectious Disease
System12,Mostafavi,Gianna,Middletown,NY,555.555.13944,Infectious Disease
System12,Mosu,Gerard,Middletown,NY,555.555.13907,Infectious Disease
System12,Motivala,Geddis,Middletown,NY,555.555.13717,Hospitalist
System12,Mousa,Gary,Middle Village,NY,555.555.13641,Hospitalist
System12,Moynihan,Gregory,Miami,FL,555.555.14182,Internal Medicine
System12,Mozeb,George,Miami,FL,555.555.13788,Hospitalist
System12,Munier,Giridhar,Medford,NY,555.555.14013,Infectious Disease
System12,Munir,George,Medford,NY,555.555.13795,Hospitalist
System12,Muskin,Gonzalo,Massapequa,NY,555.555.14078,Infectious Diseases - Pediatric
System12,Mussa,Gary,Massapequa,NY,555.555.13636,Hospitalist
System12,Mussa,Geoffrey,Massapequa,NY,555.555.13761,Hospitalist
System12,Musso,Gagandeep,Massapequa,NY,555.555.13558,Hospitalist
System12,Mustaciuolo,Freddie,Massapequa,NY,555.555.13474,Hospitalist
System12,Muzzonigro,Gregory,Maspeth,NY,555.555.14178,Internal Medicine
System12,Oloomi,Gregory,Manhasset,NY,555.555.14177,Internal Medicine
System12,Olowo,Granit,Manhasset,NY,555.555.14113,Internal Medicine
System12,Olowo,Greg,Manhasset,NY,555.555.14125,Internal Medicine
System12,Olsen,Giuseppe,Manhasset,NY,555.555.14029,Infectious Disease
System12,Olshansky,Gary,Manhasset,NY,555.555.13657,Hospitalist
System12,Olsson,Gal,Manhasset,NY,555.555.13579,Hospitalist
System12,Olsson,Gary,Manhasset,NY,555.555.13618,Hospitalist
System12,Olstein,Gagarini,Manhasset,NY,555.555.13561,Hospitalist
System12,Olteanu,Gabriel,Manhasset,NY,555.555.13528,Hospitalist
System12,Olujimi,Frederick,Manhasset,NY,555.555.13483,Hospitalist
System12,Olushoga,Frank-uwe,Manhasset,NY,555.555.13455,Hospitalist
System12,Olvet,Frank,Manhasset,NY,555.555.13401,Hospitalist
System12,Paris,Geetanjali,Lynbrook,NY,555.555.13722,Hospitalist
System12,Paris,Giannina,Lynbrook,NY,555.555.13949,Infectious Disease
System12,Parisi,Galina,Lynbrook,NY,555.555.13581,Hospitalist
System12,Parisi,Gary,Lynbrook,NY,555.555.13627,Hospitalist
System12,Parisien,Gainosuke,Lynbrook,NY,555.555.13577,Hospitalist
System12,Patel,Frank,Levittown,NY,555.555.13414,Hospitalist
System12,Patel,George,Lindenwold,NJ,555.555.13819,Hospitalist
System12,Patel,George,Long Beach,NY,555.555.13794,Hospitalist
System12,Patel,Glenn,Lima,OH,555.555.14058,Infectious Diseases - Pediatric
System12,Patel,Gopi,Long Beach,NY,555.555.14084,Internal Medicine
System12,Patel,Graham,Levittown,NY,555.555.14111,Internal Medicine
System12,Patterson,Gregory,Lawrence,NY,555.555.14139,Internal Medicine
System12,Patti,Gary,Lawrence,NY,555.555.13639,Hospitalist
System12,Patti,Gary,Lawrence,NY,555.555.13674,Hospitalist
System12,Patti,George,Lawrence,NY,555.555.13841,Hospitalist
System12,Penacerrada,Frederick,Katonah,NY,555.555.13492,Hospitalist
System12,Pereira,George,Jersey City,NJ,555.555.13848,Hospitalist
System12,Perez,Gail,Jericho,NY,555.555.13575,Hospitalist
System12,Pessah,Frank,Jamaica,NY,555.555.13446,Hospitalist
System12,Pessah,Garrett,Jamaica,NY,555.555.13605,Hospitalist
System12,Pessel,Frank,Jamaica,NY,555.555.13431,Hospitalist
System12,Petrilli,Greg,Jackson Heights,NY,555.555.14118,Internal Medicine
System12,Petrillo,Glenda,Jackson Heights,NY,555.555.14037,Infectious Disease
System12,Phifer,Gail,Islip,NY,555.555.13569,Hospitalist
System12,Phillips,Frederick,Islandia,NY,555.555.13490,Hospitalist
System12,Phillips,Genevieve,Islandia,NY,555.555.13739,Hospitalist
System12,Phillips,Gilbert,Islandia,NY,555.555.13967,Infectious Disease
System12,Prashad,Gregory,Huntington,NY,555.555.14168,Internal Medicine
System12,Prasun,Gregg,Huntington,NY,555.555.14132,Internal Medicine
System12,Pratt,Gonzalo,Huntington,NY,555.555.14079,Internal Medicine
System12,Pratt,Graciela,Huntington,NY,555.555.14107,Internal Medicine
System12,Predtechenska,Gary,Huntington,NY,555.555.13617,Hospitalist
System12,Predtechenska,Gaurav,Huntington,NY,555.555.13700,Hospitalist
System12,Preis,Gaetano,Huntington,NY,555.555.13553,Hospitalist
System12,Preis,Gail,Huntington,NY,555.555.13573,Hospitalist
System12,Prendergast,Frederick,Huntington,NY,555.555.13488,Hospitalist
System12,Prendergast,Fredric,Huntington,NY,555.555.13499,Hospitalist
System12,Prendergast,Frida,Huntington,NY,555.555.13505,Hospitalist
System12,Prescott,Freddie,Huntington,NY,555.555.13472,Hospitalist
System12,Qazi,Gioia,Howard Beach,NY,555.555.14004,Infectious Disease
System12,Qazi,Glenn,Howard Beach,NY,555.555.14049,Infectious Disease
System12,Quarta,Gregg,Houston,TX,555.555.14128,Internal Medicine
System12,Quinn Torpey,Glenn,Hollis,NY,555.555.14056,Infectious Disease
System12,Quraishi,Franklin,Hoboken,NJ,555.555.13450,Hospitalist
System12,Rackoff,Geetha,Hicksville,NY,555.555.13723,Hospitalist
System12,Raifman,Gerald,Hempstead,NY,555.555.13882,Infectious Disease
System12,Raimo,Fred,Hempstead,NY,555.555.13467,Hospitalist
System12,Raimo,George,Hempstead,NY,555.555.13780,Hospitalist
System12,Rali,Gregory,Hawthorne,NY,555.555.14167,Internal Medicine
System12,Ramirez,Frank,Hauppauge,NY,555.555.13441,Hospitalist
System12,Ranev,George,Hartsdale,NY,555.555.13800,Hospitalist
System12,Ranev,Gregg,Hartsdale,NY,555.555.14135,Internal Medicine
System12,Rastinehad,Gerard,Harrison,NY,555.555.13898,Infectious Disease
System12,Ratkal,Gerald,Harbor City,CA,555.555.13878,Infectious Disease
System12,Reategui Schwarz,George,Greenwich,CT,555.555.13786,Hospitalist
System12,Reavis,Gady,Greenwich,CT,555.555.13549,Hospitalist
System12,Reddy,George,Greenvale,NY,555.555.13806,Hospitalist
System12,Reddy,Glenn,Greenvale,NY,555.555.14046,Infectious Disease
System12,Reichel,Grace,Greenlawn,NY,555.555.14093,Internal Medicine
System12,Reichman,Galina,Greenlawn,NY,555.555.13587,Hospitalist
System12,Reichman,Glenn,Greenlawn,NY,555.555.14044,Infectious Disease
System12,Reid,Francisco,Greenlawn,NY,555.555.13385,Hospitalist
System12,Reid,Frederick,Greenlawn,NY,555.555.13487,Hospitalist
System12,Restrepo,Gary,Great Neck Plaza,NY,555.555.13642,Hospitalist
System12,Rosemond,Gregory,Great Neck,NY,555.555.14196,Internal Medicine
System12,Rosen,Frank,Great Neck,NY,555.555.13412,Hospitalist
System12,Rosen,Galina,Great Neck,NY,555.555.13585,Hospitalist
System12,Rosen,Gallane,Great Neck,NY,555.555.13588,Hospitalist
System12,Rosen,Gang,Great Neck,NY,555.555.13593,Hospitalist
System12,Rosen,Gargi,Great Neck,NY,555.555.13600,Hospitalist
System12,Rosen,Gary,Great Neck,NY,555.555.13607,Hospitalist
System12,Rosen,Gerard,Great Neck,NY,555.555.13903,Infectious Disease
System12,Rosen,Gholamabbas,Great Neck,NY,555.555.13932,Infectious Disease
System12,Rosen,Giovanni,Great Neck,NY,555.555.14010,Infectious Disease
System12,Rosen,Glen,Great Neck,NY,555.555.14035,Infectious Disease
System12,Rosen,Glenn,Great Neck,NY,555.555.14047,Infectious Disease
System12,Rosen,Glenn,Great Neck,NY,555.555.14062,Infectious Diseases - Pediatric
System12,Rosen,Grace,Great Neck,NY,555.555.14102,Internal Medicine
System12,Rosen,Gregory,Great Neck,NY,555.555.14181,Internal Medicine
System12,Rubin,Gary,Glendale,NY,555.555.13651,Hospitalist
System12,Rubin,George,Goshen,NY,555.555.13852,Hospitalist
System12,Sabini,Granit,Glen Oaks,NY,555.555.14115,Internal Medicine
System12,Sahni,Gennadiy,Glen Head,NY,555.555.13745,Hospitalist
System12,Samuels,Georgios,Glen Cove,NY,555.555.13871,Infectious Disease
System12,Samuels,Gianni,Glen Cove,NY,555.555.13946,Infectious Disease
System12,Santandreu,Glenn,Garnerville,NY,555.555.14055,Infectious Disease
System12,Savona,Gregory,Garden City,NY,555.555.14149,Internal Medicine
System12,Savona,Gregory,Garden City,NY,555.555.14188,Internal Medicine
System12,Savransky,Greg,Garden City,NY,555.555.14120,Internal Medicine
System12,Savrides,Gopal,Garden City,NY,555.555.14081,Internal Medicine
System12,Savrides,Graeme,Garden City,NY,555.555.14108,Internal Medicine
System12,Saw,Glen,Garden City,NY,555.555.14034,Infectious Disease
System12,Sawant,Gina,Garden City,NY,555.555.13996,Infectious Disease
System12,Sawas,Geuka,Garden City,NY,555.555.13922,Infectious Disease
System12,Sawas,Gina,Garden City,NY,555.555.13981,Infectious Disease
System12,Sawas,Gina,Garden City,NY,555.555.13991,Infectious Disease
System12,Sawhney,George,Garden City,NY,555.555.13825,Hospitalist
System12,Sawhney,George,Garden City,NY,555.555.13827,Hospitalist
System12,Sawhney,George,Garden City,NY,555.555.13831,Hospitalist
System12,Sawhney,George,Garden City,NY,555.555.13847,Hospitalist
System12,Sawyer,Gary,Garden City,NY,555.555.13672,Hospitalist
System12,Saxe,Gail,Garden City,NY,555.555.13571,Hospitalist
System12,Saxena,Franklin,Garden City,NY,555.555.13451,Hospitalist
System12,Saxena,Frasat,Garden City,NY,555.555.13459,Hospitalist
System12,Saxena,Gabriel,Garden City,NY,555.555.13523,Hospitalist
System12,Saxena,Gabriella,Garden City,NY,555.555.13539,Hospitalist
System12,Sayad,Franklin,Garden City,NY,555.555.13449,Hospitalist
System12,Schanler,Gina,Gainesville,FL,555.555.14001,Infectious Disease
System12,Schell,Gabrielle,Freeport,NY,555.555.13541,Hospitalist
System12,Schell,Gregg,Freeport,NY,555.555.14133,Internal Medicine
System12,Schiller,Gianni,Franklin Lakes,NJ,555.555.13945,Infectious Disease
System12,Schinder,George,Fort Salonga,NY,555.555.13771,Hospitalist
System12,Schulman,Gaetano,Forest Hills,NY,555.555.13554,Hospitalist
System12,Schulman,Gena,Forest Hills,NY,555.555.13727,Hospitalist
System12,Schulman,George,Forest Hills,NY,555.555.13798,Hospitalist
System12,Schulman,Georgios,Forest Hills,NY,555.555.13870,Infectious Disease
System12,Schulman,Gianni,Forest Hills,NY,555.555.13947,Infectious Disease
System12,Schulman-rosenbaum,Franco,Forest Hills,NY,555.555.13388,Hospitalist
System12,Schulman-rosenbaum,Frank,Forest Hills,NY,555.555.13439,Hospitalist
System12,Schulman-rosenbaum,Gabor,Forest Hills,NY,555.555.13515,Hospitalist
System12,Scott-ram,Gregory,Flushing,NY,555.555.14165,Internal Medicine
System12,Scoyni,Gregory,Flushing,NY,555.555.14142,Internal Medicine
System12,Scribner,Glenn,Flushing,NY,555.555.14048,Infectious Disease
System12,Scrivani,Gina,Flushing,NY,555.555.13994,Infectious Disease
System12,Scriven,Ghislaine,Flushing,NY,555.555.13930,Infectious Disease
System12,Scuderi,Gerald,Flushing,NY,555.555.13886,Infectious Disease
System12,Scuderi,Gerald,Flushing,NY,555.555.13893,Infectious Disease
System12,Scuderi,Gerard,Flushing,NY,555.555.13908,Infectious Disease
System12,Scuderi,Gerardo,Flushing,NY,555.555.13913,Infectious Disease
System12,Scully,George,Flushing,NY,555.555.13851,Hospitalist
System12,Scully,Georgeann,Flushing,NY,555.555.13856,Hospitalist
System12,Seabury,George,Flushing,NY,555.555.13849,Hospitalist
System12,Sears,George,Flushing,NY,555.555.13815,Hospitalist
System12,Seda,George,Flushing,NY,555.555.13807,Hospitalist
System12,Sedaghat,Gabriel,Flushing,NY,555.555.13527,Hospitalist
System12,Sedaghat,George,Flushing,NY,555.555.13797,Hospitalist
System12,Semenyuk,Gene,Farmingdale,NY,555.555.13732,Hospitalist
System12,Seo,Geurys,Far Rockaway,NY,555.555.13924,Infectious Disease
System12,Seo,Gregory,Far Rockaway,NY,555.555.14176,Internal Medicine
System12,Seodat,Gary,Far Rockaway,NY,555.555.13652,Hospitalist
System12,Sewell,Gary,Elmwood Park,NJ,555.555.13654,Hospitalist
System12,Seyburn,Frank,Elmont,NY,555.555.13416,Hospitalist
System12,Seyburn,Gilbert,Elmont,NY,555.555.13963,Infectious Disease
System12,Shah,Frank,Edgewater,NJ,555.555.13409,Hospitalist
System12,Shah,Fred,Elmhurst,NY,555.555.13466,Hospitalist
System12,Shah,Galina,Elmhurst,NY,555.555.13584,Hospitalist
System12,Shah,George,Elmhurst,NY,555.555.13809,Hospitalist
System12,Shah,Giora,Elmhurst,NY,555.555.14005,Infectious Disease
System12,Shakil,Gilbert,East Setauket,NY,555.555.13965,Infectious Disease
System12,Shakil,Giselle,East Setauket,NY,555.555.14020,Infectious Disease
System12,Shakin,Fumiko,East Setauket,NY,555.555.13511,Hospitalist
System12,Shakin,Gary,East Setauket,NY,555.555.13690,Hospitalist
System12,Shani,Gareth,East Patchogue,NY,555.555.13599,Hospitalist
System12,Shani,Gilad,East Patchogue,NY,555.555.13959,Infectious Disease
System12,Shanin,Francisca,East Patchogue,NY,555.555.13377,Hospitalist
System12,Sharma,Freya,East Meadow,NY,555.555.13504,Hospitalist
System12,Sharma,Furqan,East Meadow,NY,555.555.13514,Hospitalist
System12,Sharma,Gaddum,East Meadow,NY,555.555.13548,Hospitalist
System12,Sharma,Gary,East Meadow,NY,555.555.13615,Hospitalist
System12,Sharma,Gary,East Meadow,NY,555.555.13688,Hospitalist
System12,Sharp,Gregg,East Islip,NY,555.555.14129,Internal Medicine
System12,Shechtman,Gary,Douglaston,NY,555.555.13659,Hospitalist
System12,Sheppard,Gail,Delray Beach,FL,555.555.13562,Hospitalist
System12,Sherif,Geri,Dearborn,MI,555.555.13916,Infectious Disease
System12,Sheskier,Geoffroy,Danbury,CT,555.555.13768,Hospitalist
System12,Shifteh,Graham,Cortlandt Manor,NY,555.555.14110,Internal Medicine
System12,Shikowitz,Geoffrey,Cortlandt,NY,555.555.13752,Hospitalist
System12,Shorser,Gaurav,Commack,NY,555.555.13704,Hospitalist
System12,Shoshani,Gary,Commack,NY,555.555.13687,Hospitalist
System12,Shourt,Frederick,Commack,NY,555.555.13477,Hospitalist
System12,Shubina,Gabriele,College Point,NY,555.555.13534,Hospitalist
System12,Shukla,George,Cold Spring,NY,555.555.13837,Hospitalist
System12,Sideras,Gina,Chicago,IL,555.555.13978,Infectious Disease
System12,Silverman,Francisco,Cedar City,UT,555.555.13380,Hospitalist
System12,Silvestri,Gary,Carmel Hamlet,NY,555.555.13697,Hospitalist
System12,Sima,Gary,Carmel Hamlet,NY,555.555.13695,Hospitalist
System12,Sime,Gary,Carmel Hamlet,NY,555.555.13684,Hospitalist
System12,Simeone,Gary,Carmel Hamlet,NY,555.555.13620,Hospitalist
System12,Tran,Gregory,Brooklyn,NY,555.555.14174,Internal Medicine
System12,Tran,Gregory,Brooklyn,NY,555.555.14190,Internal Medicine
System12,Tran,Gregory,Brooklyn,NY,555.555.14191,Internal Medicine
System12,Tran,Gregory,Brooklyn,NY,555.555.14195,Internal Medicine
System12,Tran,Gregory,Brooklyn,NY,555.555.14197,Internal Medicine
System12,Tran,Gregory,Brooklyn,NY,555.555.14200,Internal Medicine
System12,Tran,Gregory,Brooklyn,NY,555.555.14202,Internal Medicine
System12,Tranchina,Gregory,Brooklyn,NY,555.555.14148,Internal Medicine
System12,Tranquill,Gregory,Brooklyn,NY,555.555.14146,Internal Medicine
System12,Trapp,Gregory,Brooklyn,NY,555.555.14144,Internal Medicine
System12,Trask,Gregory,Brooklyn,NY,555.555.14143,Internal Medicine
System12,Trasolini,Gregg,Brooklyn,NY,555.555.14126,Internal Medicine
System12,Trasolini,Gregory,Brooklyn,NY,555.555.14140,Internal Medicine
System12,Trasolini,Gregory,Brooklyn,NY,555.555.14141,Internal Medicine
System12,Traube,Grace,Brooklyn,NY,555.555.14099,Internal Medicine
System12,Traube,Grace,Brooklyn,NY,555.555.14101,Internal Medicine
System12,Traube,Grahame,Brooklyn,NY,555.555.14112,Internal Medicine
System12,Traugott,Girish,Brooklyn,NY,555.555.14017,Infectious Disease
System12,Traugott,Gonzalo,Brooklyn,NY,555.555.14076,Infectious Diseases - Pediatric
System12,Traugott,Grace,Brooklyn,NY,555.555.14096,Internal Medicine
System12,Trauzzi,Giovanna,Brooklyn,NY,555.555.14007,Infectious Disease
System12,Trauzzi,Girish,Brooklyn,NY,555.555.14016,Infectious Disease
System12,Travis,Gina,Brooklyn,NY,555.555.13988,Infectious Disease
System12,Travlos,Giles,Brooklyn,NY,555.555.13973,Infectious Disease
System12,Traynor,Gilberto,Brooklyn,NY,555.555.13970,Infectious Disease
System12,Trazzera,Gila,Brooklyn,NY,555.555.13958,Infectious Disease
System12,Treece,Ghanshyam,Brooklyn,NY,555.555.13927,Infectious Disease
System12,Treece,Giancarlo,Brooklyn,NY,555.555.13941,Infectious Disease
System12,Trelles Thorne,Gerardo,Brooklyn,NY,555.555.13910,Infectious Disease
System12,Trenkmann,Gerard,Brooklyn,NY,555.555.13902,Infectious Disease
System12,Trepal,Gerard,Brooklyn,NY,555.555.13897,Infectious Disease
System12,Trepeta,Gerald,Brooklyn,NY,555.555.13887,Infectious Disease
System12,Tress,Gerald,Brooklyn,NY,555.555.13881,Infectious Disease
System12,Tretter,Gerald,Brooklyn,NY,555.555.13875,Infectious Disease
System12,Trevett,Georgios,Brooklyn,NY,555.555.13872,Infectious Disease
System12,Triantafillou,Georges,Brooklyn,NY,555.555.13857,Hospitalist
System12,Tricarico,George,Brooklyn,NY,555.555.13855,Hospitalist
System12,Tricarico-floman,George,Brooklyn,NY,555.555.13854,Hospitalist
System12,Triesch,George,Brooklyn,NY,555.555.13845,Hospitalist
System12,Trikha,George,Brooklyn,NY,555.555.13804,Hospitalist
System12,Trikha,George,Brooklyn,NY,555.555.13840,Hospitalist
System12,Trikha,George,Brooklyn,NY,555.555.13843,Hospitalist
System12,Trindade,George,Brooklyn,NY,555.555.13799,Hospitalist
System12,Trindade,George,Brooklyn,NY,555.555.13803,Hospitalist
System12,Trinh,George,Brooklyn,NY,555.555.13787,Hospitalist
System12,Trivedi,Gene,Brooklyn,NY,555.555.13735,Hospitalist
System12,Trivedi,Genevieve,Brooklyn,NY,555.555.13741,Hospitalist
System12,Trivedi,Geoffrey,Brooklyn,NY,555.555.13759,Hospitalist
System12,Trivedi,Geoffrey,Brooklyn,NY,555.555.13764,Hospitalist
System12,Trivedi,Geoffrey,Brooklyn,NY,555.555.13767,Hospitalist
System12,Trivieri,Gayatri,Brooklyn,NY,555.555.13714,Hospitalist
System12,Trivieri,Gayle,Brooklyn,NY,555.555.13715,Hospitalist
System12,Trivlis,Gayatri,Brooklyn,NY,555.555.13713,Hospitalist
System12,Troccoli,Gayathri,Brooklyn,NY,555.555.13712,Hospitalist
System12,Troen,Gayane,Brooklyn,NY,555.555.13711,Hospitalist
System12,Tromba,Gaurang,Brooklyn,NY,555.555.13699,Hospitalist
System12,Tromba,Gaya,Brooklyn,NY,555.555.13710,Hospitalist
System12,Trompeta-wong,Gary,Brooklyn,NY,555.555.13693,Hospitalist
System12,Tronco,Gary,Brooklyn,NY,555.555.13669,Hospitalist
System12,Tronco,Gary,Brooklyn,NY,555.555.13692,Hospitalist
System12,Trongone,Gary,Brooklyn,NY,555.555.13665,Hospitalist
System12,Trop,Gary,Brooklyn,NY,555.555.13663,Hospitalist
System12,Trope,Gary,Brooklyn,NY,555.555.13649,Hospitalist
System12,Trope,Gary,Brooklyn,NY,555.555.13658,Hospitalist
System12,Trost,Gary,Brooklyn,NY,555.555.13614,Hospitalist
System12,Trost,Gary,Brooklyn,NY,555.555.13644,Hospitalist
System12,Trost,Gary,Brooklyn,NY,555.555.13645,Hospitalist
System12,Trost,Gary,Brooklyn,NY,555.555.13646,Hospitalist
System12,Trotiner,Gary,Brooklyn,NY,555.555.13611,Hospitalist
System12,Trotman,Garrett,Brooklyn,NY,555.555.13603,Hospitalist
System12,Trotman,Gary,Brooklyn,NY,555.555.13610,Hospitalist
